Time [s],CMD,CLK,D0,D1,D2,D3
2026-09-09T22:54:24.449484375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449487125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449490125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449492875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449496125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449499000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449502250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449505000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449508000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449510750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449514125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449516875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449520125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449522875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449525875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449528625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449533000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449535875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449538750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449541625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449543875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449546625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449550000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449552750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449555750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449558500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449561750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449564625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449567875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449570625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449573625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449576375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449579750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449582500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449585750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449588625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449591500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449594375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449597625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449600375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449603750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449606500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449609500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449612250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449616875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449619375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449622375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449625125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449628500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449631250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449634500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449637250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449640250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449643125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449646375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449649125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449652375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449655250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449658125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449661000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449664250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449667000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449670375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449673125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449676125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449678875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449682125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449685000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449688250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449691000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449694000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449696750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449700125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449703750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449707000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449709750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449713125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449715875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449718875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449721625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449724875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449727750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449731000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449733750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449736750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449739500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449742875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449745625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449748875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449751750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449754625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449757500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449760750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449763500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449766750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449769625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449772625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449775375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449778625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449781375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449784750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449787500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449791500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449794375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449797625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449800375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449803375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449806125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449809375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449812250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449815500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449818250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449821250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449824000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449827375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449830125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449833375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449836250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449839125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449842000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449845250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449848000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449851375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449854125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449857125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449859875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449863125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449866000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449869250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449872000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449876500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449879000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449882000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449884750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449909125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449909500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449911875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449915250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449915750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449918875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.449922125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.449922500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449924750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449927875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449930625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449934000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449936625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449939875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449942750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449946000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449948625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449951750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449954750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449957875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449962000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449964875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449967500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449970625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449973625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449976750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449979375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449982500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449985500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449988625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449991250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.449994500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.449997375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450000625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450003250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450006750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450010250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450013500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450016125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450019625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450023250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450026375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450029375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450032500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450035125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450038250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450041250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450044375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450048375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450051250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450053875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450057375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450060000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450063125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450066125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450069250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450071875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450075125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450078000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450081250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450083875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450087000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450090000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450093125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450095750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450098875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450101875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450105000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450107750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450110875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450113750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450117000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450119625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450123125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450126750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450130250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450135000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450137875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450140500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450144000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450147500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450150750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450153375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450156875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450157375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450160500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450163750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450164125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450166375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450169500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450172500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450175625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450176125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450179375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450182625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450183000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450185250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450188750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450189250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450192375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450195625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450196000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450198250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.450201375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.450201875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450204125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450209375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450212250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450215375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450217875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450221625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450224125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450227125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450229875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450233125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450236000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450238875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450241750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450244000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450246875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.450250125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.450252875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452140875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452141375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452144625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452147625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452148125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452150375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452153625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452154000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452156250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452159750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452162375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452165500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452166000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452168250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452171375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452171875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452174375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452177625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452180250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452183375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452186375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452189500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452192125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452195250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452198250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452201375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452204000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452208500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452212125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452215250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452217875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452221375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452224000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452227125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452229750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452233250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452235875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452239125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452242000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452245250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452247875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452251000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452254000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452257125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452259750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452262875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452265875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452269000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452271625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452274875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452277750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452281000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452283625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452286750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452289750+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452293250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452296500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452299750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452302625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452305875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452308500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452311625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452314625+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452317750+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452320375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452323500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452326500+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452329625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452330125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452333375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452336500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452339125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452341625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452342125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452344250+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452347500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452348000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452350250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452353750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452354125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452357375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452360500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452361000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452364250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452367375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452367875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452370000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452373500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452374000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452378625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452381500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452381875+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452385125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452388250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452388750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452391000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452394250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452394625+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452396875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452400375+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452403000+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452406125+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452409125+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452412250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452414875+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452418000+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452418500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452420750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452424000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452426875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452430000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452432625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452437500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452439625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452443625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452446750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452450250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452452750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452456125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452458625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452462125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.452465500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.452469250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452471375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452475500+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452478375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452482250+00:00,0,0,1,1,1,1
2026-09-09T22:54:24.452484375+00:00,0,1,1,1,1,1
2026-09-09T22:54:24.452488125+00:00,0,0,1,1,1,1
